kfl00001_0060	Cre12.g484700
kfl00615_0020	Cre14.g632791
kfl00615_0030	Cre12.g524150
kfl00615_0050	Cre04.g221200
kfl00615_0060	Cre01.g037751
kfl00615_0070	Cre06.g280300
kfl00615_0080	Cre01.g027764
kfl00616_0020	Cre01.g055412
kfl00616_0030	Cre11.g477850
kfl00616_0040	Cre13.g607300
kfl00616_0050	Cre16.g655450
kfl00616_0060	Cre03.g193000
kfl00617_0020	Cre13.g567050
kfl00617_0060	Cre02.g147700
kfl00617_0070	Cre16.g657550
kfl00617_0080	Cre03.g174700
kfl00617_0100	Cre16.g671200
kfl00618_0010	Cre12.g520000
kfl00618_0030	Cre01.g029850
kfl00618_0040	Cre07.g322884
kfl00618_0060	Cre09.g416750
kfl00618_0070	Cre03.g199050
kfl00619_0010	Cre13.g587100
kfl00619_0030	Cre07.g318800
kfl00619_0040	Cre01.g019950
kfl00619_0090	Cre03.g190150
kfl00620_0010	Cre12.g495250
kfl00620_0020	Cre17.g741150
kfl00620_0030	Cre13.g571200
kfl00620_0040	Cre03.g197400
kfl00620_0060	Cre01.g017951
kfl00620_g7	Cre06.g278187
kfl00620_0070	Cre09.g416583
kfl00620_0130	Cre09.g389504
kfl00620_0140	Cre12.g549300
kfl00621_0010	Cre07.g336750
kfl00621_0020	Cre06.g258600
kfl00621_0030	Cre07.g316450
kfl00621_0035	Cre07.g326150
kfl00621_0040	Cre17.g736950
kfl00622_0010	Cre17.g725650
kfl00622_0030	Cre03.g187450
kfl00622_0040	Cre03.g194100
kfl00622_0060	Cre06.g258100
kfl00622_0070	Cre14.g627251
kfl00623_0010	Cre15.g639400
kfl00623_0020	Cre04.g221000
kfl00623_0030	Cre05.g244250
kfl00623_0040	Cre16.g666150
kfl00623_0050	Cre12.g539000
kfl00624_0010	Cre13.g571200
kfl00624_0020	Cre12.g532050
kfl00624_0060	Cre14.g621000
kfl00624_0050	Cre14.g621000
kfl00624_0065	Cre14.g621000
kfl00624_0090	Cre07.g351500
kfl00625_0010	Cre17.g701300
kfl00625_0020	Cre06.g252200
kfl00625_0030	Cre16.g656500
kfl00625_0050	Cre06.g280850
kfl00625_0060	Cre01.g055416
kfl00625_0080	Cre02.g141350
kfl00626_0030	Cre16.g677600
kfl00626_0040	Cre10.g441100
kfl00626_0050	Cre01.g003463
kfl00627_0040	Cre14.g608300
kfl00627_0050	Cre02.g074900
kfl00628_0050	Cre01.g040200
kfl00628_0080	Cre12.g542350
kfl00629_0010	Cre05.g234638
kfl00629_0020	Cre12.g494000
kfl00629_0030	Cre17.g718800
kfl00629_0040	Cre08.g384600
kfl00629_0050	Cre07.g323150
kfl00629_0070	Cre04.g218900
kfl00630_0010	Cre16.g682369
kfl00630_0030	Cre07.g314900
kfl00630_0040	Cre06.g270150
kfl00630_0050	Cre02.g078600
kfl00630_0060	Cre02.g073750
kfl00630_0080	Cre06.g292800
kfl00631_0060	Cre11.g467702
kfl00631_0070	Cre08.g366101
kfl00631_0110	Cre06.g267100
kfl00632_0030	Cre06.g294750
kfl00632_0040	Cre03.g178550
kfl00632_0050	Cre03.g162000
kfl00632_0060	Cre02.g095121
kfl00632_0070	Cre13.g578150
kfl00632_0080	Cre17.g727450
kfl00632_0090	Cre13.g583550
kfl00632_0100	Cre10.g457750
kfl00632_0120	Cre02.g088050
kfl00633_0010	Cre16.g652100
kfl00633_0020	Cre13.g562900
kfl00633_0030	Cre03.g175400
kfl00633_0050	Cre01.g026400
kfl00633_0060	Cre07.g348951
kfl00633_0070	Cre17.g707100
kfl00633_0080	Cre16.g650400
kfl00634_g1	Cre09.g386732
kfl00634_0010	Cre12.g515850
kfl00634_0080	Cre07.g312150
kfl00634_0140	Cre02.g078700
kfl00634_0175	Cre14.g633000
kfl00634_0180	Cre03.g184100
kfl00635_0040	Cre12.g542000
kfl00635_0050	Cre12.g519900
kfl00636_0010	Cre09.g393150
kfl00636_0020	Cre12.g508200
kfl00636_0030	Cre12.g559350
kfl00636_0040	Cre12.g556350
kfl00636_0055	Cre14.g631900
kfl00636_0060	Cre17.g732901
kfl00637_0010	Cre03.g181600
kfl00637_0030	Cre14.g616000
kfl00637_0040	Cre03.g145067
kfl00637_0060	Cre05.g241639
kfl00637_0070	Cre06.g310750
kfl00637_0080	Cre12.g556550
kfl00637_0090	Cre03.g205050
kfl00637_0100	Cre02.g091550
kfl00637_0110	Cre07.g354100
kfl00638_0010	Cre02.g106750
kfl00638_0020	Cre03.g181500
kfl00638_0040	Cre10.g456200
kfl00638_0050	Cre12.g491150
kfl00638_0060	Cre09.g387393
kfl00638_0070	Cre03.g201700
kfl00638_0080	Cre11.g482900
kfl00639_0030	Cre09.g386119
kfl00640_0020	Cre12.g542300
kfl00640_0030	Cre07.g318750
kfl00640_0040	Cre06.g278163
kfl00640_0060	Cre02.g142627
kfl00641_0010	Cre03.g162000
kfl00641_0020	Cre07.g337350
kfl00642_0030	Cre03.g195050
kfl00642_0050	Cre12.g551100
kfl00642_0060	Cre16.g677001
kfl00643_0060	Cre10.g427000
kfl00643_0090	Cre02.g088600
kfl00643_0100	Cre12.g507950
kfl00644_0010	Cre03.g210401
kfl00644_0020	Cre11.g481800
kfl00644_0040	Cre03.g146087
kfl00644_0060	Cre05.g235400
kfl00645_0020	Cre17.g701300
kfl00645_0030	Cre17.g715300
kfl00646_0015	Cre01.g039350
kfl00646_0020	Cre05.g230900
kfl00646_0030	Cre12.g514250
kfl00647_0010	Cre16.g678850
kfl00647_0020	Cre09.g388060
kfl00647_0030	Cre07.g340900
kfl00647_g5	Cre05.g238250
kfl00647_0040	Cre10.g433000
kfl00647_0050	Cre03.g210513
kfl00647_0060	Cre08.g367300
kfl00648_0030	Cre12.g508250
kfl00648_0040	Cre03.g176350
kfl00649_0010	Cre10.g424300
kfl00649_0020	Cre11.g467620
kfl00649_0030	Cre12.g508150
kfl00649_0050	Cre12.g528200
kfl00649_0070	Cre16.g690450
kfl00650_0040	Cre15.g638551
kfl00650_0050	Cre01.g002400
kfl00650_0090	Cre10.g442200
kfl00651_0010	Cre07.g344600
kfl00651_0020	Cre06.g262900
kfl00651_0040	Cre10.g437150
kfl00651_0050	Cre03.g186200
kfl00651_0070	Cre12.g534200
kfl00651_0080	Cre12.g523050
kfl00652_0010	Cre09.g397364
kfl00652_g2	Cre17.g742500
kfl00652_0030	Cre17.g741150
kfl00652_0040	Cre17.g735350
kfl00652_0100	Cre02.g074150
kfl00653_0060	Cre09.g398289
kfl00653_0070	Cre03.g152900
kfl00653_0100	Cre13.g571950
kfl00653_0110	Cre03.g197700
kfl00653_0120	Cre08.g382300
kfl00654_0010	Cre03.g191900
kfl00654_0020	Cre06.g269250
kfl00654_0030	Cre05.g248500
kfl00654_0040	Cre13.g568750
kfl00655_0040	Cre03.g178550
kfl00655_0060	Cre09.g397364
kfl00656_0010	Cre01.g013400
kfl00656_0020	Cre13.g589700
kfl00656_0040	Cre12.g511400
kfl00656_0050	Cre07.g347800
kfl00656_0070	Cre06.g302900
kfl00656_0080	Cre06.g265100
kfl00656_0090	Cre12.g500600
kfl00656_0100	Cre07.g314900
kfl00657_0010	Cre03.g189350
kfl00657_0020	Cre01.g009650
kfl00657_0050	Cre04.g217750
kfl00657_0060	Cre02.g105700
kfl00658_0030	Cre06.g270500
kfl00658_0050	Cre02.g141000
kfl00658_0070	Cre17.g712700
kfl00658_0080	Cre02.g118050
kfl00658_0120	Cre08.g372100
kfl00658_0150	Cre04.g226100
kfl00659_0050	Cre03.g172550
kfl00659_0070	Cre07.g320250
kfl00660_0010	Cre07.g332300
kfl00660_0020	Cre12.g501550
kfl00660_0040	Cre02.g102400
kfl00661_0010	Cre03.g194100
kfl00661_0020	Cre03.g168800
kfl00661_0030	Cre09.g404500
kfl00661_0050	Cre06.g292650
kfl00661_0060	Cre03.g200550
kfl00662_0030	Cre13.g565650
kfl00662_0040	Cre02.g097300
kfl00662_0050	Cre06.g286250
kfl00662_0060	Cre16.g683500
kfl00662_0070	Cre06.g296500
kfl00662_0080	Cre17.g704400
kfl00662_g9	Cre06.g248950
kfl00663_0010	Cre07.g351000
kfl00663_0020	Cre04.g231026
kfl00663_0030	Cre17.g714200
kfl00664_0020	Cre16.g677600
kfl00664_0030	Cre01.g044600
kfl00664_0040	Cre03.g155527
kfl00664_0050	Cre07.g355400
kfl00664_0060	Cre09.g398252
kfl00665_0040	Cre14.g613700
kfl00665_0050	Cre07.g329900
kfl00665_0080	Cre01.g040200
kfl00665_0090	Cre12.g505800
kfl00665_0100	Cre10.g420050
kfl00665_0110	Cre12.g491050
kfl00666_0010	Cre01.g046052
kfl00666_0020	Cre17.g723650
kfl00667_0010	Cre01.g004500
kfl00667_0030	Cre02.g095129
kfl00667_0040	Cre03.g171050
kfl00667_0050	Cre01.g003850
kfl00667_0070	Cre12.g532400
kfl00668_0010	Cre06.g271050
kfl00668_0020	Cre06.g292350
kfl00668_0030	Cre03.g170750
kfl00668_0040	Cre17.g742500
kfl00668_0060	Cre17.g742500
kfl00668_0070	Cre06.g297400
kfl00668_0080	Cre02.g142627
kfl00669_0010	Cre05.g239850
kfl00669_0020	Cre12.g487600
kfl00670_0010	Cre17.g724900
kfl00670_0020	Cre07.g318450
kfl00670_0030	Cre06.g255950
kfl00670_0080	Cre03.g206593
kfl00671_0010	Cre12.g532050
kfl00671_0020	Cre05.g243150
kfl00671_0030	Cre11.g469600
kfl00671_0040	Cre03.g178550
kfl00672_0020	Cre10.g445650
kfl00672_0040	Cre10.g434900
kfl00672_0060	Cre16.g679600
kfl00673_0020	Cre09.g398150
kfl00673_0030	Cre03.g192550
kfl00673_0040	Cre13.g583550
kfl00673_0050	Cre02.g112850
kfl00673_0070	Cre01.g011200
kfl00674_0010	Cre12.g556600
kfl00674_0020	Cre10.g463600
kfl00674_0030	Cre13.g606000
kfl00674_0040	Cre10.g439400
kfl00674_0050	Cre12.g498200
kfl00674_0060	Cre16.g663850
kfl00674_0070	Cre01.g029750
kfl00676_0010	Cre08.g365800
kfl00676_0045	Cre03.g182050
kfl00677_0020	Cre07.g314400
kfl00677_0030	Cre12.g515850
kfl00677_0070	Cre09.g386350
kfl00677_0160	Cre10.g420950
kfl00678_0020	Cre03.g144284
kfl00678_0030	Cre06.g309717
kfl00678_0050	Cre03.g182350
kfl00678_0060	Cre03.g169250
kfl00678_0070	Cre03.g169250
kfl00678_0080	Cre01.g012650
kfl00679_0010	Cre04.g217911
kfl00679_0040	Cre09.g397364
kfl00679_0060	Cre17.g705150
kfl00679_0070	Cre13.g588453
kfl00680_0010	Cre03.g186700
kfl00680_0020	Cre17.g715700
kfl00680_0030	Cre06.g289350
kfl00680_0050	Cre04.g216050
kfl00680_0080	Cre01.g039950
kfl00681_0010	Cre13.g569850
kfl00681_0020	Cre12.g507650
kfl00681_0050	Cre03.g144164
kfl00681_0060	Cre02.g109600
kfl00681_0070	Cre10.g441500
kfl00682_0010	Cre02.g099650
kfl00682_0020	Cre08.g374050
kfl00682_0030	Cre16.g678050
kfl00682_0050	Cre02.g082852
kfl00682_0060	Cre08.g379700
kfl00682_0080	Cre02.g141100
kfl00682_0090	Cre04.g230928
kfl00683_0020	Cre01.g002451
kfl00683_0050	Cre16.g685400
kfl00684_0040	Cre16.g661450
kfl00684_0060	Cre01.g014150
kfl00684_0080	Cre02.g113250
kfl00684_0090	Cre11.g478966
kfl00685_0010	Cre06.g279500
kfl00685_0030	Cre14.g613450
kfl00686_0010	Cre12.g550400
kfl00686_0020	Cre10.g424900
kfl00686_0030	Cre11.g477300
kfl00686_0040	Cre08.g358568
kfl00686_0050	Cre05.g247050
kfl00687_0010	Cre03.g183950
kfl00687_0030	Cre03.g181300
kfl00687_0040	Cre02.g118801
kfl00687_0050	Cre04.g218700
kfl00687_0060	Cre06.g273300
kfl00687_0070	Cre17.g745697
kfl00687_0080	Cre03.g188500
kfl00687_0090	Cre13.g576950
kfl00688_0050	Cre09.g397364
kfl00689_0010	Cre10.g423750
kfl00689_0030	Cre01.g039500
kfl00689_0040	Cre05.g237350
kfl00689_0050	Cre12.g518950
kfl00689_0060	Cre03.g204150
kfl00689_0070	Cre17.g739850
kfl00689_0080	Cre14.g627650
kfl00689_0100	Cre03.g195450
kfl00690_0010	Cre06.g276250
kfl00690_0100	Cre06.g265800
kfl00690_0110	Cre02.g092550
kfl00690_0120	Cre02.g092550
kfl00691_0010	Cre17.g724850
kfl00691_0055	Cre16.g672497
kfl00691_0060	Cre11.g467527
kfl00691_0070	Cre06.g278239
kfl00692_0030	Cre06.g298600
kfl00692_0040	Cre07.g350867
kfl00692_0060	Cre06.g249050
kfl00693_0020	Cre04.g230830
kfl00693_0030	Cre18.g748997
kfl00693_0040	Cre03.g184550
kfl00693_0050	Cre03.g145747
kfl00694_0010	Cre04.g217922
kfl00694_0020	Cre04.g228000
kfl00694_0040	Cre13.g584200
kfl00695_0030	Cre12.g559350
kfl00695_0040	Cre07.g327000
kfl00695_0080	Cre17.g705150
kfl00696_0070	Cre10.g442850
kfl00696_0080	Cre12.g526883
kfl00697_0010	Cre08.g372100
kfl00697_0030	Cre03.g199500
kfl00697_0060	Cre13.g605800
kfl00698_0010	Cre16.g677382
kfl00698_0020	Cre04.g217929
kfl00698_0030	Cre07.g325716
kfl00698_0040	Cre03.g211745
kfl00698_0050	Cre10.g421750
kfl00698_0070	Cre12.g557000
kfl00699_0040	Cre07.g347100
kfl00699_0050	Cre12.g534800
kfl00700_0010	Cre13.g571200
kfl00700_0030	Cre02.g096400
kfl00700_0040	Cre02.g109400
kfl00701_0010	Cre13.g576300
kfl00701_0040	Cre03.g177350
kfl00701_0050	Cre10.g420100
kfl00701_0060	Cre01.g004900
kfl00701_0070	Cre01.g004900
kfl00701_0080	Cre01.g006100
kfl00702_0030	Cre08.g377200
kfl00702_0050	Cre06.g275500
kfl00702_0060	Cre09.g393550
kfl00702_0080	Cre17.g712700
kfl00702_0125	Cre12.g508900
kfl00702_0140	Cre07.g312250
kfl00703_0030	Cre12.g528300
kfl00703_0050	Cre08.g379050
kfl00704_0050	Cre12.g514800
kfl00704_0055	Cre16.g682100
kfl00705_0030	Cre10.g448700
kfl00705_0040	Cre02.g144700
kfl00706_0020	Cre16.g672800
kfl00706_0030	Cre01.g039150
kfl00706_0040	Cre12.g492350
kfl00706_0050	Cre03.g196400
kfl00706_0060	Cre01.g003376
kfl00706_0070	Cre03.g183600
kfl00706_0080	Cre06.g300100
kfl00706_0090	Cre07.g341850
kfl00707_0020	Cre09.g389750
kfl00707_0030	Cre01.g053500
kfl00707_0070	Cre09.g397364
kfl00708_0040	Cre05.g245700
kfl00708_0050	Cre12.g535800
kfl00708_0100	Cre12.g505700
kfl00708_0120	Cre09.g386350
kfl00708_0130	Cre07.g329900
kfl00709_0020	Cre16.g692600
kfl00709_0030	Cre07.g327150
kfl00709_g8	Cre17.g705000
kfl00710_0010	Cre06.g270150
kfl00710_0020	Cre08.g363837
kfl00710_g3	Cre13.g605650
kfl00710_0030	Cre13.g605650
kfl00710_0040	Cre12.g517451
kfl00711_0040	Cre02.g142627
kfl00711_0050	Cre02.g141100
kfl00712_0050	Cre01.g015250
kfl00712_0060	Cre11.g476250
kfl00713_0010	Cre17.g698650
kfl00713_0040	Cre12.g528700
kfl00713_0050	Cre16.g694800
kfl00713_0060	Cre07.g338350
kfl00714_0020	Cre16.g682350
kfl00714_0040	Cre13.g562450
kfl00714_0050	Cre09.g390319
kfl00714_0060	Cre13.g568450
kfl00715_0010	Cre12.g546300
kfl00715_0020	Cre16.g673109
kfl00715_0030	Cre16.g675958
kfl00715_0040	Cre16.g672385
kfl00715_0050	Cre16.g677026
kfl00715_0060	Cre07.g338300
kfl00716_0020	Cre13.g588453
kfl00717_0010	Cre02.g098150
kfl00717_0020	Cre03.g201200
kfl00717_0040	Cre13.g589800
kfl00717_0050	Cre01.g049350
kfl00717_0060	Cre12.g521200
kfl00718_0020	Cre12.g484400
kfl00719_0010	Cre06.g261500
kfl00719_0020	Cre09.g388134
kfl00719_0030	Cre03.g170200
kfl00719_0040	Cre03.g178550
kfl00719_0050	Cre12.g532050
kfl00719_0060	Cre17.g741150
kfl00720_0010	Cre10.g463700
kfl00720_0020	Cre03.g191050
kfl00720_0030	Cre09.g408200
kfl00720_0050	Cre09.g399912
kfl00721_0010	Cre21.g752997
kfl00721_0030	Cre01.g040850
kfl00721_0040	Cre13.g579734
kfl00721_0050	Cre03.g184151
kfl00722_0010	Cre08.g381702
kfl00722_0050	Cre16.g651750
kfl00722_0060	Cre12.g519750
kfl00722_0070	Cre08.g358580
kfl00723_0030	Cre09.g396050
kfl00724_0030	Cre16.g683650
kfl00724_0050	Cre03.g211073
kfl00725_0020	Cre14.g609900
kfl00725_0030	Cre03.g208721
kfl00725_0040	Cre03.g179550
kfl00725_0050	Cre06.g278254
kfl00726_0010	Cre12.g532500
kfl00726_0050	Cre17.g729800
kfl00726_0080	Cre13.g603700
kfl00727_0040	Cre10.g434750
kfl00727_0070	Cre08.g381650
kfl00727_0080	Cre03.g152450
kfl00728_0020	Cre12.g491050
kfl00728_g4	Cre01.g009250
kfl00728_0040	Cre01.g009250
kfl00728_0060	Cre17.g705000
kfl00728_0080	Cre04.g226750
kfl00728_0090	Cre03.g204752
kfl00728_0100	Cre12.g512400
kfl00729_0010	Cre12.g559350
kfl00729_0020	Cre17.g731800
kfl00729_0030	Cre13.g579901
kfl00730_0010	Cre05.g235186
kfl00730_0020	Cre13.g567050
kfl00730_0040	Cre07.g352750
kfl00730_0050	Cre09.g394102
kfl00730_0075	Cre16.g686846
kfl00730_0080	Cre11.g467559
kfl00731_0050	Cre09.g386734
kfl00732_0050	Cre02.g102750
kfl00732_0070	Cre05.g235400
kfl00733_0020	Cre03.g197700
kfl00733_0025	Cre03.g197700
kfl00733_0030	Cre12.g551550
kfl00733_0040	Cre12.g532050
kfl00734_0010	Cre03.g178150
kfl00734_0020	Cre10.g417650
kfl00734_0030	Cre03.g169650
kfl00734_0040	Cre01.g028450
kfl00734_0050	Cre07.g346418
kfl00734_0060	Cre12.g503550
kfl00734_0070	Cre01.g061077
kfl00734_0100	Cre09.g412175
kfl00735_0010	Cre17.g708300
kfl00735_0025	Cre16.g654600
kfl00736_0010	Cre09.g397364
kfl00736_0020	Cre06.g298600
kfl00736_0060	Cre16.g686002
kfl00736_0030	Cre06.g298600
kfl00736_0080	Cre10.g457450
kfl00736_0090	Cre03.g182150
kfl00737_0010	Cre06.g290950
kfl00737_0020	Cre14.g623439
kfl00737_0030	Cre16.g659050
kfl00737_0040	Cre01.g000300
kfl00737_0050	Cre06.g307650
kfl00738_0020	Cre06.g278158
kfl00738_0060	Cre12.g508150
kfl00738_0070	Cre01.g040200
kfl00738_0090	Cre17.g741150
kfl00739_0010	Cre17.g725650
kfl00739_0020	Cre10.g434900
kfl00739_0030	Cre08.g378250
kfl00739_0040	Cre04.g217961
kfl00739_0050	Cre08.g379750
kfl00739_0060	Cre12.g524000
kfl00740_0010	Cre17.g719250
kfl00740_0040	Cre03.g205050
kfl00741_0010	Cre12.g543902
kfl00741_0020	Cre02.g103500
kfl00741_0030	Cre12.g558250
kfl00741_0040	Cre06.g311750
kfl00742_0010	Cre02.g145500
kfl00742_0020	Cre09.g387208
kfl00742_0030	Cre08.g379500
kfl00742_0050	Cre05.g232000
kfl00742_0060	Cre16.g655100
kfl00742_0070	Cre03.g192050
kfl00742_0080	Cre13.g584850
kfl00743_0040	Cre13.g581450
kfl00743_0060	Cre06.g298600
kfl00743_0070	Cre15.g636650
kfl00744_0010	Cre16.g659350
kfl00744_0020	Cre06.g308400
kfl00745_0010	Cre02.g115250
kfl00745_0020	Cre03.g206800
kfl00745_0030	Cre03.g177750
kfl00745_0040	Cre06.g299800
kfl00745_0050	Cre06.g287000
kfl00746_0010	Cre04.g227600
kfl00746_0020	Cre07.g325150
kfl00747_0020	Cre05.g235400
kfl00747_0060	Cre10.g423050
kfl00747_0065	Cre09.g398141
kfl00748_0010	Cre02.g074150
kfl00748_0020	Cre13.g571200
kfl00748_0050	Cre05.g234665
kfl00749_0020	Cre01.g030450
kfl00749_0030	Cre01.g044050
kfl00749_0040	Cre10.g441250
kfl00749_0050	Cre09.g413300
kfl00749_0070	Cre07.g321650
kfl00750_0010	Cre16.g685650
kfl00751_0020	Cre02.g099601
kfl00751_0040	Cre12.g511150
kfl00751_0050	Cre13.g582350
kfl00752_0030	Cre07.g325748
kfl00753_0010	Cre08.g385050
kfl00753_0020	Cre02.g084750
kfl00753_0030	Cre08.g360801
kfl00753_0050	Cre03.g164500
kfl00753_0060	Cre09.g391541
kfl00753_0070	Cre06.g279500
kfl00753_0080	Cre04.g218150
kfl00754_0020	Cre09.g398141
kfl00754_0035	Cre17.g733450
kfl00754_0050	Cre12.g493000
kfl00755_0010	Cre05.g235186
kfl00755_0040	Cre01.g032350
kfl00755_0050	Cre12.g544700
kfl00756_0010	Cre01.g032000
kfl00756_0030	Cre16.g688526
kfl00756_0040	Cre10.g435400
kfl00756_0050	Cre16.g673001
kfl00757_0010	Cre16.g656250
kfl00757_0020	Cre13.g573250
kfl00757_0050	Cre03.g154425
kfl00758_0010	Cre14.g632176
kfl00758_0030	Cre02.g093500
kfl00759_0010	Cre01.g037800
kfl00759_0040	Cre03.g144767
kfl00759_0070	Cre16.g695050
kfl00759_0080	Cre02.g146050
kfl00760_0020	Cre16.g672150
kfl00761_0010	Cre12.g546050
kfl00761_0020	Cre12.g546000
kfl00761_0040	Cre12.g532050
kfl00761_0050	Cre08.g359800
kfl00761_0060	Cre14.g626250
kfl00761_0070	Cre04.g211800
kfl00762_0010	Cre02.g142627
kfl00762_0030	Cre12.g521150
kfl00762_0040	Cre03.g195750
kfl00762_0050	Cre12.g500350
kfl00763_0020	Cre03.g183950
kfl00763_0030	Cre16.g673450
kfl00764_0020	Cre01.g027000
kfl00764_0040	Cre02.g095850
kfl00764_0050	Cre04.g217911
kfl00765_0010	Cre03.g158900
kfl00765_0030	Cre09.g395300
kfl00765_0040	Cre17.g703250
kfl00765_0050	Cre02.g083050
kfl00765_0060	Cre11.g479250
kfl00766_0030	Cre07.g322100
kfl00767_0020	Cre02.g073200
kfl00768_0010	Cre12.g485850
kfl00768_0020	Cre16.g690700
kfl00768_0030	Cre01.g027350
kfl00768_0040	Cre12.g513701
kfl00769_0030	Cre12.g495850
kfl00769_0040	Cre16.g692800
kfl00770_0010	Cre10.g424850
kfl00770_0020	Cre10.g459000
kfl00770_0050	Cre12.g487450
kfl00771_0010	Cre03.g160200
kfl00771_0020	Cre06.g270200
kfl00771_0030	Cre02.g079250
kfl00771_0060	Cre09.g394450
kfl00771_0070	Cre03.g195650
kfl00772_0030	Cre16.g694850
kfl00772_0040	Cre01.g023300
kfl00773_0040	Cre14.g609700
kfl00774_0010	Cre09.g392171
kfl00774_0020	Cre02.g081450
kfl00774_0030	Cre10.g424650
kfl00774_0050	Cre10.g448800
kfl00774_0060	Cre12.g501200
kfl00775_0020	Cre07.g323750
kfl00775_0030	Cre11.g476250
kfl00775_0040	Cre01.g053200
kfl00775_0060	Cre03.g169250
kfl00776_0010	Cre17.g743064
kfl00776_0020	Cre13.g567050
kfl00776_0040	Cre11.g467699
kfl00776_0050	Cre02.g109550
kfl00776_0070	Cre08.g367200
kfl00776_0080	Cre08.g386050
kfl00777_0030	Cre12.g543850
kfl00778_0030	Cre11.g467533
kfl00778_0050	Cre17.g705000
kfl00778_0100	Cre19.g750897
kfl00779_0010	Cre02.g108350
kfl00779_0020	Cre12.g535851
kfl00779_0040	Cre07.g319701
kfl00779_0050	Cre07.g328400
kfl00780_0020	Cre17.g741150
kfl00780_0030	Cre01.g012450
kfl00781_0010	Cre12.g513500
kfl00781_g2	Cre06.g276250
kfl00781_0020	Cre07.g329900
kfl00782_0010	Cre05.g232150
kfl00782_0020	Cre09.g392000
kfl00782_0030	Cre12.g499500
kfl00782_0050	Cre12.g538500
kfl00783_0060	Cre12.g498050
kfl00784_0020	Cre01.g032150
kfl00784_0030	Cre12.g511400
kfl00784_0040	Cre03.g197400
kfl00784_0050	Cre06.g266350
kfl00785_0010	Cre07.g325000
kfl00785_0040	Cre14.g622750
kfl00785_0050	Cre02.g103100
kfl00785_0060	Cre12.g522550
kfl00787_0010	Cre16.g677500
kfl00787_0030	Cre06.g276250
kfl00788_0010	Cre06.g295700
kfl00788_0030	Cre06.g305700
kfl00788_0040	Cre13.g567050
kfl00789_0070	Cre17.g730600
kfl00789_0110	Cre06.g294200
kfl00790_0020	Cre09.g400553
kfl00791_0010	Cre03.g184600
kfl00791_0020	Cre03.g199150
kfl00791_0030	Cre03.g194950
kfl00791_0040	Cre06.g256200
kfl00792_0010	Cre17.g741000
kfl00792_0020	Cre12.g514900
kfl00792_0030	Cre05.g233950
kfl00792_0040	Cre05.g234300
kfl00792_0050	Cre01.g013800
kfl00792_0060	Cre17.g719250
kfl00793_0010	Cre12.g521700
kfl00793_0050	Cre02.g103450
kfl00794_0020	Cre05.g245500
kfl00794_0050	Cre10.g447225
kfl00794_0060	Cre13.g570350
kfl00794_0075	Cre12.g521200
kfl00794_0090	Cre16.g649433
kfl00794_0100	Cre17.g741150
kfl00795_0020	Cre17.g726700
kfl00796_0030	Cre01.g032650
kfl00796_0050	Cre10.g443850
kfl00796_0060	Cre01.g034800
kfl00796_0070	Cre13.g579150
kfl00796_0090	Cre06.g259150
kfl00797_0010	Cre01.g069837
kfl00797_0025	Cre12.g532050
kfl00798_0040	Cre16.g685550
kfl00798_0050	Cre03.g189700
kfl00798_0060	Cre06.g278258
kfl00798_0070	Cre12.g546452
kfl00799_0050	Cre17.g734961
kfl00800_0010	Cre01.g010864
kfl00800_0020	Cre02.g085050
kfl00800_0030	Cre10.g462750
kfl00800_0050	Cre12.g511050
kfl00801_0010	Cre01.g033150
kfl00802_0020	Cre01.g041351
kfl00802_g3	Cre06.g278238
kfl00802_0040	Cre10.g452600
kfl00802_0050	Cre07.g323500
kfl00802_0060	Cre16.g690300
kfl00802_0070	Cre17.g720050
kfl00802_0080	Cre13.g577100
kfl00803_0010	Cre14.g618050
kfl00803_0020	Cre03.g170100
kfl00804_0010	Cre06.g266350
kfl00804_0020	Cre03.g145087
kfl00805_0060	Cre13.g590010
kfl00806_0010	Cre02.g114600
kfl00806_0020	Cre09.g390208
kfl00806_0030	Cre07.g355300
kfl00807_0010	Cre10.g462700
kfl00807_0020	Cre12.g517300
kfl00807_0030	Cre17.g699650
kfl00807_0050	Cre07.g337650
kfl00807_0060	Cre17.g716101
kfl00807_0070	Cre01.g018400
kfl00808_0010	Cre09.g410600
kfl00808_0020	Cre07.g330950
kfl00808_0040	Cre04.g217952
kfl00808_0050	Cre07.g352750
kfl00809_0010	Cre01.g066917
kfl00810_0020	Cre09.g387400
kfl00810_0030	Cre04.g233302
kfl00811_0010	Cre02.g091900
kfl00811_0030	Cre17.g740950
kfl00811_0040	Cre19.g750547
kfl00812_0010	Cre07.g340050
kfl00812_0040	Cre17.g697450
kfl00812_0050	Cre01.g034400
kfl00813_0030	Cre02.g145700
kfl00813_0040	Cre06.g260200
kfl00813_0055	Cre01.g019650
kfl00814_0010	Cre02.g098300
kfl00814_0020	Cre10.g454450
kfl00814_0030	Cre12.g505350
kfl00815_0010	Cre13.g571200
kfl00815_0020	Cre06.g276250
kfl00815_0030	Cre06.g293250
kfl00816_0010	Cre09.g397364
kfl00817_0020	Cre03.g177550
kfl00817_0030	Cre12.g532050
kfl00818_0010	Cre10.g444900
kfl00818_0020	Cre17.g734516
kfl00818_g3	Cre08.g375400
kfl00818_0040	Cre09.g405900
kfl00819_0020	Cre09.g416500
kfl00820_0010	Cre12.g530900
kfl00820_0020	Cre09.g414250
kfl00820_0030	Cre10.g432100
