kfl00001_0060	AT5G08060
kfl00519_0100	AT3G13772
kfl00520_0010	AT1G56120
kfl00520_0030	AT2G32170
kfl00520_0040	AT5G42660
kfl00520_0050	AT3G23280
kfl00520_0060	AT4G17570
kfl00520_0080	AT1G18550
kfl00521_0010	AT5G24280
kfl00521_0030	AT2G37360
kfl00521_0040	AT2G26560
kfl00521_0050	AT4G23470
kfl00523_0010	AT4G24530
kfl00523_0020	AT5G65470
kfl00523_0040	AT2G25270
kfl00523_0050	AT3G24320
kfl00523_0060	AT2G42710
kfl00523_0070	AT5G58230
kfl00524_0010	AT2G17820
kfl00524_0040	AT5G19980
kfl00524_0050	AT1G12990
kfl00524_0070	AT1G66340
kfl00524_0090	AT5G07720
kfl00525_0040	AT4G14700
kfl00526_0010	AT1G04190
kfl00526_0020	AT1G65960
kfl00526_0065	AT5G67550
kfl00527_0020	AT5G62600
kfl00527_0040	AT4G32620
kfl00527_0050	AT5G49970
kfl00527_0060	AT1G68560
kfl00527_0070	AT2G26310
kfl00527_0080	AT5G19760
kfl00527_0090	AT3G09740
kfl00527_0100	AT3G01060
kfl00527_0110	AT5G26040
kfl00527_0115	AT5G26040
kfl00528_0020	AT5G08110
kfl00528_0030	AT2G34470
kfl00528_0040	AT5G07380
kfl00529_0010	AT3G16860
kfl00529_0020	AT1G03430
kfl00529_0030	AT3G56430
kfl00529_0040	AT5G27395
kfl00529_0050	AT5G60410
kfl00529_0060	AT4G39850
kfl00529_0070	AT2G20820
kfl00529_0080	AT3G43520
kfl00529_0090	AT1G19530
kfl00529_0100	AT5G66530
kfl00530_0030	AT4G35440
kfl00530_0040	AT3G45180
kfl00530_0070	AT1G28760
kfl00530_0080	AT5G46420
kfl00530_0090	AT1G67960
kfl00530_0100	AT1G67960
kfl00530_0110	AT3G13940
kfl00530_0120	AT5G55540
kfl00531_0050	AT1G74150
kfl00531_0060	AT3G11670
kfl00531_0070	AT2G46580
kfl00531_0080	AT3G11180
kfl00531_0085	AT1G75150
kfl00531_0090	AT5G38060
kfl00532_0010	AT4G38430
kfl00532_0020	AT2G13680
kfl00532_0040	AT2G41640
kfl00532_0050	AT3G06850
kfl00532_0060	AT5G47030
kfl00533_0020	AT5G05480
kfl00533_0030	AT5G62410
kfl00533_0040	AT1G32340
kfl00533_0060	AT3G51870
kfl00533_0070	AT2G17705
kfl00533_0080	AT5G60335
kfl00533_0090	AT1G03900
kfl00533_0100	AT5G06460
kfl00534_0010	AT3G01660
kfl00534_0020	AT3G49410
kfl00534_0040	AT3G07210
kfl00534_0070	AT5G10050
kfl00534_0090	AT1G11360
kfl00534_0100	AT4G36945
kfl00535_0040	AT1G34150
kfl00535_0050	AT5G58450
kfl00535_0060	AT2G30600
kfl00535_0070	AT3G27160
kfl00535_0080	AT3G11910
kfl00535_0090	AT2G41640
kfl00536_0050	AT1G35220
kfl00536_0060	AT2G01650
kfl00536_0070	AT5G57030
kfl00537_0010	AT5G13500
kfl00537_0050	AT1G80740
kfl00537_0060	AT1G32500
kfl00537_0070	AT1G42480
kfl00537_0090	AT3G46640
kfl00537_0100	AT5G57290
kfl00537_0110	AT5G24060
kfl00538_0020	AT5G14230
kfl00538_0040	AT2G05120
kfl00538_0050	AT1G77550
kfl00538_0060	AT1G17230
kfl00539_0020	AT1G14300
kfl00539_0030	AT1G56145
kfl00539_0040	AT1G68690
kfl00539_0060	AT1G16900
kfl00539_0070	AT1G30130
kfl00539_0080	AT4G03020
kfl00540_0010	AT5G19150
kfl00540_0020	AT1G19910
kfl00540_0040	AT1G48550
kfl00540_0050	AT5G47400
kfl00540_0060	AT3G21360
kfl00540_0070	AT1G76400
kfl00540_0100	AT3G14420
kfl00541_0030	AT4G00620
kfl00541_0050	AT1G67325
kfl00541_0070	AT3G12050
kfl00541_0080	AT5G65290
kfl00542_0020	AT3G51000
kfl00542_0030	AT4G16800
kfl00542_0050	AT1G27320
kfl00542_0060	AT1G76810
kfl00543_0020	AT5G26667
kfl00543_0060	AT1G74150
kfl00543_0070	AT1G09760
kfl00544_0010	AT3G08505
kfl00544_0020	AT2G30200
kfl00544_0030	AT3G16620
kfl00544_0050	AT4G38630
kfl00544_0060	AT5G35210
kfl00544_0080	AT5G39040
kfl00545_0010	AT3G10180
kfl00545_0030	AT5G52450
kfl00545_0040	AT3G44380
kfl00545_0050	AT2G30390
kfl00545_0060	AT4G08540
kfl00545_0070	AT3G02920
kfl00545_0080	AT4G37220
kfl00545_0090	AT1G62850
kfl00545_0100	AT4G34340
kfl00546_0010	AT2G26270
kfl00546_0030	AT1G51980
kfl00546_0060	AT2G33380
kfl00546_0070	AT1G05490
kfl00546_0080	AT1G63020
kfl00547_0020	AT1G21480
kfl00547_0030	AT1G72560
kfl00547_0050	AT5G51270
kfl00547_0060	AT5G18170
kfl00547_0080	AT2G23840
kfl00548_0010	AT4G18940
kfl00548_0020	AT5G43830
kfl00548_0030	AT4G01810
kfl00548_0040	AT4G10330
kfl00548_0050	AT2G40490
kfl00548_0060	AT4G16210
kfl00548_0070	AT3G48530
kfl00548_0080	AT3G61800
kfl00548_0090	AT5G03560
kfl00548_0100	AT2G15290
kfl00548_0110	AT3G48530
kfl00548_0120	AT1G79930
kfl00548_0130	AT1G31730
kfl00548_0140	AT4G26965
kfl00549_0010	AT5G51740
kfl00549_0030	AT4G22290
kfl00549_0040	AT1G80360
kfl00549_0050	AT5G52800
kfl00549_0060	AT4G08850
kfl00550_0010	AT1G72740
kfl00550_0020	AT4G35800
kfl00550_0060	AT1G08125
kfl00550_0070	AT1G73960
kfl00550_0080	AT1G73180
kfl00551_0020	AT4G12570
kfl00551_0030	AT1G30360
kfl00551_0040	AT1G30360
kfl00551_0050	AT1G73090
kfl00551_0060	AT4G07410
kfl00552_0050	AT5G01710
kfl00552_0060	AT2G01830
kfl00553_0010	AT2G17820
kfl00553_0020	AT5G55580
kfl00553_0030	AT1G07180
kfl00553_0040	AT1G16070
kfl00553_0050	AT3G58970
kfl00553_0060	AT1G07700
kfl00554_0010	AT1G67190
kfl00554_0030	AT5G52070
kfl00554_0050	AT5G56130
kfl00554_0060	AT3G12150
kfl00554_0070	AT2G18390
kfl00555_0050	AT1G50430
kfl00555_0060	AT1G54350
kfl00555_0070	AT3G63490
kfl00555_0080	AT1G71860
kfl00556_0020	AT5G63960
kfl00556_0030	AT3G09100
kfl00556_0080	AT1G67660
kfl00556_0120	AT5G54670
kfl00556_0150	AT1G66340
kfl00556_0170	AT5G46910
kfl00557_0010	AT1G70590
kfl00557_g2	AT4G23160
kfl00557_0030	AT5G58000
kfl00557_0040	AT5G12860
kfl00557_0050	AT1G74150
kfl00557_0060	AT5G66030
kfl00557_0070	AT3G12640
kfl00557_g9	AT1G12560
kfl00557_0080	AT1G48930
kfl00558_0010	AT3G20300
kfl00558_0020	AT5G43680
kfl00558_0030	AT1G52380
kfl00558_0040	AT3G20810
kfl00558_0050	AT3G05420
kfl00558_0060	AT5G40690
kfl00558_0090	AT2G25870
kfl00559_0020	AT3G10110
kfl00559_0030	AT2G38130
kfl00559_0050	AT1G04080
kfl00559_0060	AT1G30620
kfl00560_0010	AT1G76310
kfl00560_0020	AT3G50670
kfl00560_0030	AT2G42830
kfl00560_0040	AT3G19170
kfl00560_0050	AT5G22320
kfl00560_0070	AT2G47210
kfl00560_0080	AT1G07910
kfl00560_0090	AT1G61520
kfl00561_0010	AT2G07360
kfl00561_0020	AT1G32900
kfl00562_0010	AT3G47830
kfl00562_0020	AT2G45490
kfl00562_0030	AT5G60740
kfl00562_0080	AT5G52800
kfl00563_0050	AT1G08980
kfl00563_0080	AT5G04910
kfl00563_0100	AT1G30520
kfl00563_0110	AT3G18610
kfl00563_0120	AT1G56560
kfl00564_0010	AT5G04130
kfl00564_0020	AT3G52750
kfl00564_0030	AT3G61470
kfl00564_0040	AT5G15680
kfl00564_0050	AT2G19870
kfl00564_0060	AT4G09650
kfl00564_0070	AT5G58260
kfl00564_0080	AT5G61810
kfl00564_0090	AT2G01830
kfl00565_0010	AT4G30220
kfl00565_0020	AT4G02450
kfl00565_0060	AT4G02725
kfl00565_0070	AT1G14350
kfl00565_0080	AT5G01950
kfl00566_0010	ATMG00300
kfl00566_0020	AT1G14000
kfl00566_0050	AT1G52155
kfl00566_0070	AT1G29150
kfl00566_0080	AT3G05000
kfl00567_0020	AT5G11330
kfl00567_0030	AT2G36390
kfl00567_0050	AT2G14050
kfl00567_0060	AT2G47770
kfl00568_0010	AT1G10510
kfl00568_0050	AT3G13200
kfl00568_0060	AT3G15370
kfl00568_0080	AT5G24430
kfl00568_0100	AT3G23890
kfl00569_0010	ATMG00860
kfl00569_0100	ATMG00860
kfl00570_0010	AT1G78895
kfl00570_0020	AT2G26280
kfl00570_0030	AT3G33520
kfl00570_0040	AT1G65950
kfl00570_0080	ATMG00300
kfl00571_0010	AT1G28540
kfl00571_0020	AT1G54650
kfl00572_0020	AT5G54930
kfl00572_0030	AT3G01920
kfl00572_0090	AT1G49400
kfl00573_0010	AT2G41630
kfl00573_0020	AT5G61640
kfl00573_0030	AT3G17880
kfl00573_0040	AT1G10410
kfl00573_0050	AT4G09670
kfl00573_0060	AT3G10660
kfl00573_0070	AT5G12180
kfl00573_0080	AT1G48600
kfl00573_g9	AT4G09550
kfl00573_0090	AT1G78690
kfl00574_0010	AT1G66510
kfl00574_0020	AT4G16360
kfl00574_0060	AT2G24090
kfl00574_0070	AT1G64980
kfl00574_0080	AT3G01060
kfl00574_0090	AT1G62640
kfl00574_0100	AT1G17840
kfl00575_0020	AT5G38560
kfl00575_0060	AT2G47980
kfl00575_0070	AT1G74150
kfl00576_0010	AT1G62610
kfl00576_0020	AT2G22610
kfl00576_0030	AT1G72250
kfl00576_0050	AT1G72250
kfl00576_0060	AT2G43500
kfl00576_0065	AT4G24020
kfl00576_0070	AT2G41680
kfl00577_0010	AT4G25650
kfl00577_0030	AT4G11970
kfl00577_0060	AT3G54670
kfl00577_0080	AT5G42870
kfl00578_0015	AT5G52800
kfl00578_0040	AT2G28390
kfl00578_0050	AT1G54130
kfl00579_0010	AT3G27000
kfl00579_0020	AT3G52155
kfl00579_0030	AT4G32670
kfl00579_0060	AT1G27600
kfl00579_0070	AT4G16265
kfl00579_0080	AT2G25110
kfl00579_0090	AT1G10095
kfl00579_0100	AT4G32670
kfl00579_0110	AT5G02590
kfl00580_0010	AT2G21510
kfl00580_0030	AT3G51920
kfl00580_0040	AT4G25870
kfl00580_0060	AT5G15440
kfl00580_0070	AT1G74780
kfl00581_0030	AT5G58720
kfl00581_0040	AT4G32770
kfl00581_0050	AT5G30495
kfl00581_0060	AT1G31640
kfl00581_0070	AT1G21410
kfl00581_0090	AT4G15475
kfl00582_0010	AT3G55610
kfl00582_0020	AT2G32120
kfl00582_0050	AT2G25490
kfl00583_0020	AT5G64410
kfl00583_0040	AT1G20500
kfl00583_0050	AT3G51520
kfl00584_0040	AT1G51510
kfl00584_0050	AT1G68100
kfl00584_0060	AT2G42750
kfl00584_0070	AT5G37590
kfl00584_0080	AT2G43770
kfl00585_0010	AT1G03090
kfl00585_0020	AT1G27320
kfl00586_0020	AT5G63960
kfl00586_0040	AT5G55080
kfl00586_g9	AT3G15370
kfl00586_0100	AT3G24550
kfl00586_0110	AT3G23890
kfl00587_0010	AT2G17820
kfl00587_0040	AT1G18260
kfl00588_0070	AT2G30490
kfl00589_0020	AT5G10170
kfl00589_0030	AT3G10410
kfl00589_0040	AT3G10410
kfl00589_0050	AT5G62640
kfl00589_0060	AT5G62640
kfl00589_0070	AT5G09590
kfl00589_0085	AT2G45260
kfl00590_0020	AT3G30390
kfl00590_0040	AT2G28290
kfl00590_0050	AT5G41850
kfl00591_0040	AT1G56170
kfl00591_0055	AT4G16660
kfl00591_0060	AT4G26650
kfl00591_0070	AT1G71190
kfl00591_0100	AT1G79650
kfl00591_0110	AT1G78870
kfl00592_0020	AT3G06530
kfl00592_0030	AT4G23430
kfl00592_0040	AT4G14690
kfl00592_0060	AT5G06970
kfl00593_0010	AT3G61740
kfl00593_0020	AT1G75510
kfl00593_0030	AT3G13490
kfl00593_0040	AT5G02180
kfl00593_0050	AT2G47990
kfl00593_0060	AT1G72020
kfl00593_0070	AT5G13520
kfl00593_0080	AT1G08540
kfl00593_0090	AT3G07020
kfl00594_0010	AT3G51000
kfl00594_0020	AT3G55960
kfl00594_0040	AT4G28390
kfl00594_0050	AT3G21300
kfl00594_0060	AT1G16080
kfl00594_0070	AT4G21860
kfl00595_0010	AT2G25490
kfl00595_0040	AT5G23340
kfl00595_0060	AT4G15475
kfl00596_0010	AT1G35710
kfl00596_0050	AT5G52800
kfl00596_0060	AT1G52290
kfl00596_0070	AT1G69550
kfl00597_0010	AT3G18060
kfl00598_0010	AT3G11670
kfl00598_0030	AT4G26110
kfl00598_0050	AT1G50000
kfl00598_0060	AT1G69620
kfl00598_0080	AT3G07250
kfl00600_0010	AT5G03340
kfl00600_0020	AT4G25090
kfl00600_0030	AT5G39160
kfl00600_0050	AT5G62840
kfl00600_0060	AT5G04560
kfl00600_0070	AT5G04560
kfl00600_0080	AT5G37500
kfl00601_0020	AT4G25230
kfl00601_0030	AT4G28030
kfl00601_0040	AT5G45170
kfl00601_0070	AT1G72880
kfl00601_0080	AT3G26690
kfl00602_0010	AT2G43360
kfl00602_0020	AT5G64250
kfl00602_0030	AT2G42770
kfl00602_0040	AT4G33640
kfl00602_0050	AT5G47690
kfl00603_0010	AT2G01110
kfl00603_0020	AT3G62140
kfl00603_0030	AT5G11620
kfl00603_0040	AT1G18450
kfl00603_0050	AT5G42970
kfl00603_0060	AT2G31955
kfl00603_0070	AT4G21130
kfl00603_0080	AT2G24630
kfl00603_0090	AT3G44890
kfl00603_0100	AT2G04340
kfl00603_0110	AT4G04885
kfl00604_0010	AT4G16580
kfl00604_0020	AT1G11720
kfl00604_0050	AT5G20170
kfl00604_0070	AT1G08550
kfl00604_0080	AT1G02475
kfl00604_0090	AT5G25780
kfl00605_0035	AT4G00305
kfl00605_0040	AT1G77550
kfl00605_0050	AT5G23690
kfl00605_0070	AT3G54500
kfl00605_0080	AT5G46800
kfl00606_0010	AT4G14110
kfl00606_0020	AT1G32550
kfl00606_0030	AT5G22480
kfl00606_0040	AT3G08720
kfl00606_0050	AT1G54870
kfl00606_0060	AT5G03340
kfl00606_0090	AT5G63670
kfl00606_0100	AT3G58500
kfl00606_0110	AT5G13730
kfl00607_0030	AT5G27600
kfl00607_0040	AT2G03510
kfl00608_0010	AT5G54370
kfl00608_0040	AT1G28060
kfl00608_0050	AT5G02610
kfl00608_0060	AT5G60250
kfl00608_0070	AT3G20240
kfl00608_0080	AT1G68760
kfl00608_0090	AT5G61460
kfl00609_0010	AT4G39260
kfl00609_0020	AT2G31270
kfl00609_0040	AT1G11720
kfl00609_0070	AT1G12250
kfl00609_0080	AT4G30840
kfl00609_0090	AT4G31390
kfl00610_0020	AT3G26720
kfl00610_0030	AT4G03965
kfl00610_0040	AT4G38760
kfl00611_0020	AT3G45740
kfl00611_0030	AT2G17380
kfl00611_0050	AT3G56310
kfl00611_0080	AT5G46070
kfl00612_0010	AT5G54370
kfl00612_0020	AT2G35920
kfl00612_0030	AT2G27285
kfl00612_0040	AT1G60030
kfl00612_0050	AT3G52100
kfl00613_0020	AT5G44240
kfl00613_0030	AT3G18520
kfl00613_0040	AT1G78190
kfl00613_0050	AT1G75560
kfl00613_0060	AT1G03780
kfl00613_0070	AT5G48640
kfl00614_0010	AT1G30680
kfl00614_0020	AT3G13870
kfl00614_0030	AT3G50820
kfl00614_0040	AT5G44310
kfl00615_0010	AT4G24690
kfl00615_0020	AT4G20350
kfl00615_0030	AT5G44740
kfl00615_0050	AT1G49950
kfl00615_0060	AT1G70180
kfl00615_0070	AT3G17205
kfl00615_0080	AT1G58340
kfl00616_0010	AT5G53430
kfl00616_0020	AT5G27290
kfl00616_0030	AT5G07350
kfl00616_0040	AT2G43790
kfl00616_0050	AT1G59870
kfl00616_0060	AT2G33255
kfl00617_0070	AT3G19240
kfl00617_0090	AT2G16770
kfl00618_0010	AT5G01520
kfl00618_0030	AT4G14350
kfl00618_0040	AT2G31750
kfl00618_0060	AT5G20890
kfl00618_0070	AT3G08720
kfl00619_0010	AT3G09150
kfl00619_0020	AT1G27990
kfl00619_0030	AT1G07400
kfl00619_0040	AT2G33735
kfl00619_0050	AT1G60470
kfl00619_0070	AT1G27990
kfl00619_0080	AT3G44380
kfl00619_0090	AT2G20920
kfl00620_0010	AT3G52140
kfl00620_0020	AT1G69550
kfl00620_0030	AT1G66340
kfl00620_0040	AT1G18260
kfl00620_0060	AT1G69550
kfl00620_g7	AT4G28890
kfl00620_0080	AT4G06634
kfl00620_0140	AT2G37170
kfl00621_0010	AT4G31570
kfl00621_0030	AT5G23520
kfl00621_0035	AT5G12850
kfl00621_0040	AT1G25540
kfl00622_0010	AT2G26900
kfl00622_0020	AT5G59380
kfl00622_0030	AT3G04790
kfl00622_0040	AT5G03730
kfl00622_0050	AT2G30880
kfl00622_0060	AT2G39340
kfl00622_0070	AT1G11540
kfl00622_0080	AT5G44730
kfl00623_0010	AT4G22720
kfl00623_0020	AT5G15860
kfl00623_0050	AT4G15130
kfl00624_0010	AT1G27320
kfl00624_0020	AT2G28250
kfl00624_0060	AT5G45990
kfl00624_0050	AT5G41770
kfl00624_0065	AT5G41770
kfl00624_0090	AT2G30350
kfl00625_0010	AT3G06670
kfl00625_0020	AT5G05000
kfl00625_0030	AT1G17500
kfl00625_0050	AT1G56450
kfl00625_0060	AT5G08290
kfl00626_0030	AT5G42760
kfl00626_0040	AT3G07140
kfl00626_0050	AT3G18524
kfl00627_0050	AT3G19830
kfl00628_0050	AT3G48260
kfl00628_0080	AT3G58450
kfl00629_0010	AT2G16570
kfl00629_0020	AT2G26820
kfl00629_0030	AT1G18480
kfl00629_0040	AT3G52570
kfl00629_0050	AT1G04290
kfl00629_0070	AT5G47010
kfl00630_0010	AT5G44790
kfl00630_0020	AT5G56300
kfl00630_0030	AT3G18600
kfl00630_0040	AT1G79900
kfl00630_0060	AT1G59540
kfl00630_0080	AT3G13550
kfl00631_0030	AT2G28190
kfl00631_0040	AT1G12520
kfl00631_0060	ATCG00800
kfl00631_0070	AT2G31820
kfl00631_0090	AT5G45660
kfl00631_0110	AT5G61970
kfl00632_0030	AT3G51820
kfl00632_0040	AT1G21650
kfl00632_0050	AT1G53660
kfl00632_0060	AT2G39140
kfl00632_0070	AT5G56260
kfl00632_0080	AT5G15930
kfl00632_0090	AT1G65260
kfl00632_0100	AT3G12520
kfl00632_0120	AT5G59980
kfl00633_0010	AT3G59990
kfl00633_0030	AT5G42740
kfl00633_0040	AT2G24420
kfl00633_0050	AT3G23430
kfl00633_0060	AT2G20495
kfl00633_0070	AT3G12590
kfl00633_0080	AT1G76590
kfl00634_g1	AT5G01220
kfl00634_0010	AT2G29570
kfl00634_0040	AT1G58370
kfl00634_0060	AT5G64550
kfl00634_0080	AT4G25120
kfl00634_0100	AT1G66340
kfl00634_0140	AT4G20400
kfl00634_0175	AT1G49880
kfl00635_0030	AT2G32340
kfl00635_0040	AT4G18460
kfl00635_0050	AT1G63680
kfl00636_0020	AT5G08420
kfl00636_0030	AT4G10020
kfl00636_0040	AT3G42950
kfl00636_0055	AT4G17100
kfl00636_0060	AT3G04380
kfl00637_0010	AT2G44850
kfl00637_0020	AT5G01660
kfl00637_0040	AT4G19160
kfl00637_0070	AT4G34450
kfl00637_0080	AT2G14050
kfl00637_0090	AT3G51520
kfl00637_0100	AT1G14410
kfl00637_0110	AT5G50320
kfl00638_0010	AT3G49080
kfl00638_0020	AT5G64860
kfl00638_0030	AT2G30570
kfl00638_0040	AT5G28060
kfl00638_0050	AT3G11530
kfl00638_0060	AT4G38130
kfl00638_0070	AT1G48580
kfl00638_0080	AT1G43890
kfl00639_0020	AT2G46610
kfl00640_0020	AT1G80380
kfl00640_0030	AT3G55010
kfl00640_0040	AT1G80600
kfl00640_0070	AT1G13890
kfl00641_0010	AT1G77610
kfl00642_0020	AT3G11950
kfl00642_0030	AT1G04420
kfl00642_0040	AT5G15440
kfl00642_0050	AT2G44870
kfl00643_0060	AT4G38160
kfl00643_0090	AT5G49460
kfl00643_0100	AT3G02690
kfl00644_0010	AT1G08125
kfl00644_0020	AT4G14770
kfl00644_0040	AT2G22260
kfl00644_0050	AT2G22570
kfl00644_0060	ATMG00860
kfl00645_0020	AT3G06670
kfl00646_0015	AT4G30210
kfl00646_0020	AT3G02600
kfl00646_0030	AT5G08630
kfl00647_0010	AT4G11820
kfl00647_0020	AT2G21860
kfl00647_0030	AT3G53450
kfl00647_g5	AT5G11260
kfl00647_0040	AT3G48110
kfl00647_0050	AT1G76690
kfl00647_0060	AT1G73150
kfl00648_0030	AT3G47910
kfl00648_0040	AT1G51110
kfl00649_0010	AT2G28620
kfl00649_0030	AT1G05490
kfl00649_0040	AT1G33330
kfl00649_0050	AT1G08840
kfl00649_0070	AT1G60890
kfl00650_0010	AT4G28190
kfl00650_0030	AT4G28190
kfl00650_0050	AT2G44810
kfl00650_0090	AT1G47290
kfl00651_0010	AT4G34200
kfl00651_0020	AT4G26270
kfl00651_0030	AT2G46260
kfl00651_0040	AT1G76280
kfl00651_0050	AT4G22340
kfl00651_0060	AT1G15980
kfl00651_0070	AT5G19680
kfl00651_0080	AT3G14270
kfl00652_0030	AT1G35710
kfl00652_0040	AT2G03430
kfl00652_0070	AT2G35640
kfl00652_0100	AT2G17820
kfl00653_0060	AT4G30580
kfl00653_0110	AT1G15940
kfl00653_0120	AT1G59840
kfl00654_0010	AT3G11910
kfl00654_0020	AT5G50240
kfl00654_0030	AT3G51030
kfl00654_0040	AT1G27752
kfl00655_0030	AT3G08680
kfl00655_0040	AT3G46510
kfl00656_0010	AT3G07180
kfl00656_0020	AT5G09260
kfl00656_0030	AT3G52070
kfl00656_0040	AT1G74850
kfl00656_0050	AT1G73320
kfl00656_0070	AT4G13350
kfl00656_0080	AT3G54540
kfl00656_0090	AT1G05780
kfl00656_0100	AT5G05450
kfl00657_0010	AT2G36145
kfl00657_0020	AT5G57390
kfl00657_0050	AT5G25150
kfl00657_0070	AT1G72250
kfl00658_0030	AT2G44560
kfl00658_0050	AT3G03300
kfl00658_0080	AT2G44740
kfl00658_0110	AT1G67340
kfl00658_0120	AT1G16030
kfl00659_0040	AT5G18920
kfl00659_0050	AT3G20020
kfl00659_0060	AT2G45880
kfl00659_0070	AT1G59520
kfl00660_0010	AT4G24450
kfl00660_0040	AT4G07950
kfl00661_0010	AT2G31010
kfl00661_0020	AT5G60930
kfl00661_0040	AT5G42960
kfl00661_0050	AT4G02560
kfl00661_0060	AT4G16440
kfl00662_0010	AT3G14180
kfl00662_0020	AT5G25160
kfl00662_0030	AT1G78510
kfl00662_0040	AT1G16520
kfl00662_0050	AT5G42130
kfl00662_0060	AT1G16280
kfl00663_0010	AT1G44910
kfl00663_0020	AT2G47450
kfl00663_0030	AT5G14880
kfl00664_0020	AT5G42760
kfl00664_0030	AT1G05500
kfl00664_0040	AT2G40935
kfl00664_0050	AT1G67580
kfl00664_0060	AT4G23430
kfl00665_0020	AT3G48200
kfl00665_0040	AT2G24640
kfl00665_0050	AT2G17820
kfl00665_0070	AT5G18630
kfl00665_0080	AT3G48260
kfl00665_0090	AT1G53470
kfl00665_0110	AT3G23580
kfl00666_0010	AT3G01090
kfl00666_0020	AT2G33150
kfl00666_0050	AT3G48820
kfl00667_0010	AT4G13430
kfl00667_0020	AT5G16550
kfl00667_0030	AT5G57610
kfl00667_0040	AT3G06510
kfl00667_0050	AT1G31800
kfl00667_0060	AT1G01760
kfl00668_0010	AT2G36310
kfl00668_0020	AT1G31830
kfl00668_0030	AT5G15750
kfl00668_0040	AT4G31670
kfl00668_0060	AT4G31670
kfl00668_0070	AT3G15090
kfl00669_0010	AT5G42370
kfl00669_0020	AT5G23880
kfl00670_0010	AT4G01860
kfl00670_0020	AT5G60460
kfl00670_0030	AT5G14050
kfl00671_0010	AT3G25560
kfl00671_0020	AT2G25660
kfl00671_0030	AT1G08460
kfl00671_0040	AT5G61550
kfl00672_0020	AT2G27170
kfl00672_0040	AT3G19820
kfl00672_0060	AT1G09760
kfl00673_0020	AT2G35320
kfl00673_0030	AT2G31970
kfl00673_0040	AT1G65260
kfl00673_0050	AT3G24200
kfl00673_0070	AT1G55300
kfl00674_0010	AT2G24270
kfl00674_0020	AT3G49050
kfl00674_0030	AT2G31060
kfl00674_0040	AT4G34880
kfl00674_0060	AT4G18240
kfl00674_0070	AT5G26667
kfl00675_0050	AT5G52800
kfl00676_0010	AT5G54160
kfl00676_0020	AT3G16170
kfl00676_0030	AT3G10190
kfl00676_0045	AT3G23790
kfl00676_0050	AT1G23550
kfl00677_0020	AT4G25120
kfl00677_0030	AT2G29570
kfl00677_0070	AT2G38560
kfl00677_0200	AT1G13810
kfl00678_0020	AT3G06190
kfl00678_0030	AT1G55805
kfl00678_0050	AT3G02950
kfl00678_0080	AT5G37500
kfl00679_0020	AT5G52800
kfl00679_0060	AT5G52800
kfl00680_0020	AT2G40860
kfl00680_0030	AT2G47020
kfl00680_0050	AT1G17750
kfl00680_0060	AT5G14850
kfl00680_0070	AT5G16950
kfl00680_0080	AT2G39210
kfl00681_0010	AT1G64780
kfl00681_0020	AT1G80030
kfl00681_0050	AT2G32480
kfl00681_0060	AT1G31190
kfl00681_0070	AT1G28120
kfl00682_0010	AT3G02420
kfl00682_0020	AT2G42120
kfl00682_0030	AT2G29210
kfl00682_0040	AT3G48140
kfl00682_0050	AT2G06520
kfl00682_0060	AT5G18070
kfl00682_0070	AT1G27435
kfl00682_0080	AT3G08640
kfl00682_0090	AT1G15020
kfl00683_0020	AT1G03370
kfl00683_0030	AT5G54370
kfl00683_0040	AT5G54370
kfl00683_0045	AT5G39100
kfl00683_0050	AT5G15940
kfl00684_0040	AT5G65360
kfl00684_0060	AT4G29140
kfl00684_0080	AT2G34260
kfl00684_g9	AT2G43780
kfl00684_0090	AT4G02400
kfl00685_0010	AT1G75690
kfl00685_0030	AT4G28020
kfl00686_0010	AT5G40370
kfl00686_0020	AT4G33910
kfl00686_0030	AT3G25800
kfl00686_0040	AT2G41640
kfl00686_0050	AT5G20650
kfl00687_0010	AT4G23160
kfl00687_g2	AT3G20980
kfl00687_0030	AT2G45300
kfl00687_0040	AT3G10630
kfl00687_0050	AT4G11175
kfl00687_0060	AT5G26830
kfl00687_0070	AT3G54800
kfl00687_0080	AT1G17730
kfl00687_0090	AT1G27420
kfl00688_g3	AT5G06550
kfl00689_0010	AT1G66680
kfl00689_0030	AT2G01470
kfl00689_0040	AT5G13020
kfl00689_0050	AT1G58280
kfl00689_0060	AT5G67320
kfl00689_0070	AT1G09760
kfl00690_0060	AT1G74340
kfl00690_0090	AT1G47420
kfl00690_0100	AT2G33450
kfl00690_0110	AT5G21990
kfl00690_0120	AT5G21990
kfl00691_0010	AT2G19540
kfl00691_0030	AT4G35040
kfl00691_0040	AT5G59380
kfl00691_0050	AT5G23910
kfl00691_0055	AT5G02370
kfl00691_0060	AT2G34500
kfl00691_0070	AT1G09140
kfl00691_0080	AT1G33490
kfl00692_0010	AT5G52800
kfl00692_0030	AT4G02220
kfl00692_0040	AT4G01270
kfl00693_0020	AT4G23040
kfl00693_0030	AT5G19980
kfl00693_0040	AT1G73060
kfl00693_0050	AT1G48850
kfl00694_0010	AT5G67120
kfl00694_0020	AT5G58510
kfl00694_0040	AT1G74770
kfl00695_0030	AT5G65205
kfl00695_0040	AT1G80910
kfl00695_0080	AT5G52800
kfl00696_0070	AT4G31210
kfl00696_0080	AT2G45530
kfl00697_0010	AT2G32120
kfl00698_0010	AT4G32730
kfl00698_0020	AT3G01910
kfl00698_0030	AT1G66730
